,normalized_title,offer_price_amazon,mrp_amazon,offer_price_prokick,mrp_prokick,offer_price_instasports,mrp,clean_title,color,pack_size,limited_edition,speed
1280,yonex sunr 23015 badminton kitbag (black/yellow),,,,,860.0,609.0,yonex sunr 23015 badminton kitbag,"black, yellow",,No,
1281,yonex sunr 23015 badminton kitbag (sky blue/navy),,,,,860.0,1490.0,yonex sunr 23015 badminton kitbag,"blue, navy",,No,
1282,yonex tour dominant 2 men's badminton shoes (carbon/red),,,,,2699.0,5999.0,yonex tour dominant 2 men's badminton shoes,red,,No,
1283,yonex tour dominant 2 men's badminton shoes (black neon/yellow),,,,,2699.0,5999.0,yonex tour dominant 2 men's badminton shoes,"black, yellow",,No,
1284,yonex tour dominant 2 men's badminton shoes (hyper royal/midnight navy),,,,,2699.0,5999.0,yonex tour dominant 2 men's badminton shoes,navy,,No,
1285,yonex tour dominant 2 men's badminton shoes (dark sea/bright lime/watermelon),,,,,2359.0,5999.0,yonex tour dominant 2 men's badminton shoes,lime,,No,
1286,yonex tour dominant 2 men's badminton shoes (sailor blue/bright aqua/mustard gold),,,,,2559.0,5999.0,yonex tour dominant 2 men's badminton shoes,"blue, gold",,No,
1287,yonex tokyo ultima badminton shoes for men (white/porpoise/vintage green),,,,,2599.0,5999.0,yonex tokyo ultima badminton shoes for men,"white, green",,No,
1288,yonex tokyo ultima badminton shoes for men (fig/greanadine/honey gold),,,,,2599.0,5999.0,yonex tokyo ultima badminton shoes for men,gold,,No,
1289,yonex tokyo ultima badminton shoes for men (white/black/ultramarine),,,,,2599.0,5999.0,yonex tokyo ultima badminton shoes for men,"white, black",,No,
1290,yonex tokyo ultima badminton shoes for men (dark brown/bright gold),,,,,2599.0,5999.0,yonex tokyo ultima badminton shoes for men,gold,,No,
1291,yonex tokyo ultima badminton shoes for men (wheat charcoal/brown),,,,,2599.0,5999.0,yonex tokyo ultima badminton shoes for men,charcoal,,No,
1292,gm zelos ii 202 kashmir willow cricket bat -sh,,,,,2499.0,2875.0,gm zelos ii 202 kashmir willow cricket bat -sh,,,No,
1293,gm noir contender kashmir willow cricket bat -sh,,,,,2499.0,2875.0,gm noir contender kashmir willow cricket bat -sh,,,No,
1294,gm zelos ii striker kashmir willow cricket bat -sh,,,,,2199.0,2529.0,gm zelos ii striker kashmir willow cricket bat -sh,,,No,
1295,gm zelos ii superstar kashmir willow cricket bat -sh,,,,,3499.0,3875.0,gm zelos ii superstar kashmir willow cricket bat -sh,,,No,
1296,gm noir 101 kashmir willow cricket bat -sh,,,,,2999.0,4075.0,gm noir 101 kashmir willow cricket bat -sh,,,No,
1297,gm noir premier kashmir willow cricket bat -sh,,,,,2499.0,3799.0,gm noir premier kashmir willow cricket bat -sh,,,No,
1298,gm zelos ii select kashmir willow cricket bat -sh,,,,,2999.0,3275.0,gm zelos ii select kashmir willow cricket bat -sh,,,No,
1299,asics gel rocket 11 (blue) badminton shoes,,,,,5800.0,6499.0,asics gel rocket 11 badminton shoes,blue,,No,
1300,apacs finapi 232 reborn white badminton racket,,,,,2749.0,7999.0,apacs finapi 232 reborn badminton racket,white,,No,
1301,apacs finapi 232 reborn red badminton racket,,,,,2799.0,7999.0,apacs finapi 232 reborn badminton racket,red,,No,
1302,apacs finapi 232 reborn black badminton racket,,,,,2749.0,7999.0,apacs finapi 232 reborn badminton racket,black,,No,
1303,apacs finapi 232 reborn blue badminton racket,,,,,2749.0,7999.0,apacs finapi 232 reborn badminton racket,blue,,No,
1304,apacs finapi 232 armor navy badminton racket,,,,,1999.0,4299.0,apacs finapi 232 armor badminton racket,navy,,No,
1305,usi immortal safe spar boxing gloves (blue),,,,,2549.0,3199.0,usi immortal safe spar boxing gloves,blue,,No,
1306,usi amateur contest boxing gloves (blue),,,,,2349.0,3299.0,usi amateur contest boxing gloves,blue,,No,
1307,usi speed coach spar boxing gloves,,,,,2749.0,3299.0,usi speed coach spar boxing gloves,,,No,
1308,usi immortal safe spar boxing gloves (red),,,,,2649.0,3199.0,usi immortal safe spar boxing gloves,red,,No,
1309,usi amateur contest boxing gloves (red),,,,,2549.0,3299.0,usi amateur contest boxing gloves,red,,No,
1310,usi pro contest boxing gloves (black),,,,,2949.0,3599.0,usi pro contest boxing gloves,black,,No,
1311,usi boxing shoes - red,,,,,1699.0,2099.0,usi boxing shoes -,red,,No,
1312,yonex power cushion shb 39 wide badminton shoes (white/gold),,,,,2599.0,4790.0,yonex power cushion shb 39 wide badminton shoes,"white, gold",,No,
1313,yonex power cushion shb 39 badminton shoes (white blue),,,,,3299.0,4790.0,yonex power cushion shb 39 badminton shoes,"white, blue",,No,
1314,yonex power cushion shb 39 badminton shoes (dark grey),,,,,2999.0,4790.0,yonex power cushion shb 39 badminton shoes,grey,,No,
1315,yonex power cushion eclipsion z3 wide badminton shoes (white/black),,,,,9199.0,13390.0,yonex power cushion eclipsion z3 wide badminton shoes,"white, black",,No,
1316,babolat i-pulse blast badminton racket (strung),,,,,3479.0,6299.0,babolat i-pulse blast badminton racket,,,No,
1317,babolat x-feel origin power badminton racket (strung),,,,,5299.0,9499.0,babolat x-feel origin power badminton racket,,,No,
1318,babolat satelite origin lite badminton racket (strung),,,,,6299.0,11999.0,babolat satelite origin lite badminton racket,,,No,
1319,babolat satelite origin essential badminton racket (strung),,,,,6299.0,11999.0,babolat satelite origin essential badminton racket,,,No,
1320,babolat satelite lite badminton racket (strung),,,,,6899.0,12999.0,babolat satelite lite badminton racket,,,No,
1321,babolat satelite power badminton racket (strung),,,,,6899.0,12999.0,babolat satelite power badminton racket,,,No,
1322,babolat satelite blast badminton racket (strung),,,,,6899.0,12999.0,babolat satelite blast badminton racket,,,No,
1323,babolat propulse fury 3 all court men's tennis shoe (white/estate blue),,,,,8699.0,12699.0,babolat propulse fury 3 all court men's tennis shoe,"white, blue",,No,
1324,head sprint team 3.5 tennis shoes (bluestone/light green),,,,,5399.0,8499.0,head sprint team 3.5 tennis shoes,green,,No,
1325,head sprint pro 3.5 tennis shoes (black/teal),,,,,8299.0,12999.0,head sprint pro 3.5 tennis shoes,black,,No,
1326,head sprint pro 3.0 sf tennis shoes (black/lime),,,,,9299.0,14499.0,head sprint pro 3.0 sf tennis shoes,"black, lime",,No,
1327,head revolt pro 4.0 tennis shoes (light green/white),,,,,9099.0,13499.0,head revolt pro 4.0 tennis shoes,"green, white",,No,
1328,head revolt evo 2.0 tennis shoes (black/grey),,,,,6299.0,9899.0,head revolt evo 2.0 tennis shoes,"black, grey",,No,
1329,babolat x-feel lite badminton racket (strung),,,,,7499.0,15499.0,babolat x-feel lite badminton racket,,,No,
1330,babolat x-feel power badminton racket (strung),,,,,7499.0,15499.0,babolat x-feel power badminton racket,,,No,
1331,new balance ck4030w5 men's cricket spike shoes,,,,,7599.0,9999.0,new balance ck4030w5 men's cricket spike shoes,,,No,
1332,new balance ck4020r5 men's cricket spike shoes,,,,,4699.0,6999.0,new balance ck4020r5 men's cricket spike shoes,,,No,
1333,yonex nanoflare 1000 play badminton racket,,,,,3499.0,5790.0,yonex nanoflare 1000 play badminton racket,,,No,
1334,yonex nanoflare 1000 z badminton racket,,,,,14199.0,20590.0,yonex nanoflare 1000 z badminton racket,,,No,
1335,yonex nanoflare 1000 game badminton racket,,,,,5749.0,8990.0,yonex nanoflare 1000 game badminton racket,,,No,
1336,dunlop tour brilliance tennis balls can (72 balls),,,,,8099.0,15600.0,dunlop tour brilliance tennis balls can,,,No,
1337,dunlop tour brilliance tennis balls can (12 balls),,,,,1589.0,2600.0,dunlop tour brilliance tennis balls can,,,No,
1338,dunlop tour brilliance tennis balls can (3 balls),,,,,495.0,650.0,dunlop tour brilliance tennis balls can,,,No,
1339,dsc intense rage batting leg guard,,,,,2048.0,2399.0,dsc intense rage batting leg guard,,,No,
1340,dsc intense attitude batting leg guard,,,,,1467.0,1629.0,dsc intense attitude batting leg guard,,,No,
1341,dsc condor glider batting leg guard,,,,,2730.0,2879.0,dsc condor glider batting leg guard,,,No,
1342,dsc condor motion batting leg guard,,,,,2137.0,2249.0,dsc condor motion batting leg guard,,,No,
1343,dsc condor atmos batting leg guard,,,,,1519.0,1599.0,dsc condor atmos batting leg guard,,,No,
1344,yonex precision 2 badminton shoes (oxy fire),,,,,2299.0,4890.0,yonex precision 2 badminton shoes,,,No,
1345,yonex precision 2 badminton shoes (white/ navy),,,,,2399.0,4890.0,yonex precision 2 badminton shoes,"white, navy",,No,
1346,yonex precision 2 badminton shoes (black/grey),,,,,2499.0,4890.0,yonex precision 2 badminton shoes,"black, grey",,No,
1347,yonex precision 2 badminton shoes (red/ black/ gold),,,,,2399.0,4890.0,yonex precision 2 badminton shoes,"red, black, gold",,No,
1348,yonex precision 2 badminton shoes (neon yellow/ dark ink),,,,,2299.0,4890.0,yonex precision 2 badminton shoes,yellow,,No,
1349,yonex power cushion eclipsion z3 badminton shoes (navy blue),,,,,8299.0,13390.0,yonex power cushion eclipsion z3 badminton shoes,"navy, blue",,No,
1350,dsc blak pro english willow cricket bat -sh,,,,,69809.0,71809.0,dsc blak pro english willow cricket bat -sh,,,No,
1351,dsc blak 550 english willow cricket bat -sh,,,,,45000.0,49999.0,dsc blak 550 english willow cricket bat -sh,,,No,
1352,dsc blak 450 english willow cricket bat -sh,,,,,30578.0,33975.0,dsc blak 450 english willow cricket bat -sh,,,No,
1353,dsc blak 400 english willow cricket bat -sh,,,,,25628.0,28475.0,dsc blak 400 english willow cricket bat -sh,,,No,
1354,dsc blak 500 english willow cricket bat-sh,,,,,37418.0,41575.0,dsc blak 500 english willow cricket bat-sh,,,No,
1355,dsc blak 350 english willow cricket bat -sh,,,,,22437.0,24929.0,dsc blak 350 english willow cricket bat -sh,,,No,
1356,dsc blak 330 english willow cricket bat -sh,,,,,19737.0,21929.0,dsc blak 330 english willow cricket bat -sh,,,No,
1357,dsc blak 300 english willow cricket bat -sh,,,,,17100.0,18999.0,dsc blak 300 english willow cricket bat -sh,,,No,
1358,dsc blak 200 english willow cricket bat -sh,,,,,12060.0,13399.0,dsc blak 200 english willow cricket bat -sh,,,No,
1359,dsc blak 111 english willow cricket bat -sh,,,,,10800.0,11999.0,dsc blak 111 english willow cricket bat -sh,,,No,
1360,dsc blak 222 english willow cricket bat -sh,,,,,13651.0,15799.0,dsc blak 222 english willow cricket bat -sh,,,No,
1361,dsc blak 65 english willow cricket bat -sh,,,,,7740.0,8599.0,dsc blak 65 english willow cricket bat -sh,,,No,
1362,dsc blak 5 english willow cricket bat -sh,,,,,7470.0,8299.0,dsc blak 5 english willow cricket bat -sh,,,No,
1363,dsc blak 100 english willow cricket bat -sh,,,,,9810.0,10899.0,dsc blak 100 english willow cricket bat -sh,,,No,
1364,dsc blu pro english willow cricket bat -sh,,,,,62280.0,69199.0,dsc blu pro english willow cricket bat -sh,,,No,
1365,dsc blu 65 english willow cricket bat -sh,,,,,7740.0,8599.0,dsc blu 65 english willow cricket bat -sh,,,No,
1366,dsc blu 500 english willow cricket bat -sh,,,,,37418.0,41575.0,dsc blu 500 english willow cricket bat -sh,,,No,
1367,dsc blu 400 english willow cricket bat -sh,,,,,25619.0,28465.0,dsc blu 400 english willow cricket bat -sh,,,No,
1368,dsc blu 450 english willow cricket bat -sh,,,,,30578.0,33975.0,dsc blu 450 english willow cricket bat -sh,,,No,
1369,dsc blu 550 english willow cricket bat -sh,,,,,45000.0,49999.0,dsc blu 550 english willow cricket bat -sh,,,No,
1370,dsc blu 350 english willow cricket bat -sh,,,,,22437.0,24929.0,dsc blu 350 english willow cricket bat -sh,,,No,
1371,dsc blu 300 english willow cricket bat -sh,,,,,17100.0,18999.0,dsc blu 300 english willow cricket bat -sh,,,No,
1372,dsc blu 330 english willow cricket bat -sh,,,,,19737.0,21929.0,dsc blu 330 english willow cricket bat -sh,,,No,
1373,dsc blu 222 english willow cricket bat -sh,,,,,14220.0,15799.0,dsc blu 222 english willow cricket bat -sh,,,No,
1374,dsc blu 111 english willow cricket bat -sh,,,,,10800.0,11999.0,dsc blu 111 english willow cricket bat -sh,,,No,
1375,dsc blu 200 english willow cricket bat -sh,,,,,12060.0,13399.0,dsc blu 200 english willow cricket bat -sh,,,No,
1376,dsc xlite l.e. english willow cricket bat -sh,,,,,68265.0,75849.0,dsc xlite l.e. english willow cricket bat -sh,,,No,
1377,dsc blu 5 english willow cricket bat -sh,,,,,7470.0,8299.0,dsc blu 5 english willow cricket bat -sh,,,No,
1378,dsc blu 100 english willow cricket bat -sh,,,,,9810.0,10899.0,dsc blu 100 english willow cricket bat -sh,,,No,
1379,dsc xlite 3.0 english willow cricket bat -sh,,,,,24120.0,26799.0,dsc xlite 3.0 english willow cricket bat -sh,,,No,
1380,dsc xlite 4.0 english willow cricket bat -sh,,,,,19620.0,21799.0,dsc xlite 4.0 english willow cricket bat -sh,,,No,
1381,dsc xlite 5.0 english willow cricket bat -sh,,,,,12060.0,13399.0,dsc xlite 5.0 english willow cricket bat -sh,,,No,
1382,dsc xlite 2.0 english willow cricket bat -sh,,,,,34808.0,38675.0,dsc xlite 2.0 english willow cricket bat -sh,,,No,
1383,dsc condor pro english willow cricket bat -sh,,,,,56610.0,62899.0,dsc condor pro english willow cricket bat -sh,,,No,
1384,dsc xlite 1.0 english willow cricket bat -sh,,,,,48357.0,53729.0,dsc xlite 1.0 english willow cricket bat -sh,,,No,
1385,dsc condor patrol english willow cricket bat -sh,,,,,39709.0,41809.0,dsc condor patrol english willow cricket bat -sh,,,No,
1386,dsc condor atmos english willow cricket bat -sh,,,,,16300.0,17279.0,dsc condor atmos english willow cricket bat -sh,,,No,
1387,dsc condor glider english willow cricket bat -sh,,,,,26675.0,28175.0,dsc condor glider english willow cricket bat -sh,,,No,
1388,dsc condor drive english willow cricket bat -sh,,,,,12799.0,13639.0,dsc condor drive english willow cricket bat -sh,,,No,
1389,dsc condor winger english willow cricket bat -sh,,,,,9399.0,9999.0,dsc condor winger english willow cricket bat -sh,,,No,
1390,dsc condor flite english willow cricket bat -sh,,,,,49199.0,51809.0,dsc condor flite english willow cricket bat -sh,,,No,
1391,dsc intense vigor english willow cricket bat -sh,,,,,37239.0,39199.0,dsc intense vigor english willow cricket bat -sh,,,No,
1392,dsc intense ferocity english willow cricket bat -sh,,,,,11699.0,12449.0,dsc intense ferocity english willow cricket bat -sh,,,No,
1393,dsc intense pro english willow cricket bat -sh,,,,,68199.0,71849.0,dsc intense pro english willow cricket bat -sh,,,No,
1394,dsc intense attitude english willow cricket bat -sh,,,,,15090.0,15999.0,dsc intense attitude english willow cricket bat -sh,,,No,
1395,dsc intense assault english willow cricket bat -sh,,,,,6199.0,6729.0,dsc intense assault english willow cricket bat -sh,,,No,
1396,dsc intense rage english willow cricket bat -sh,,,,,18799.0,19999.0,dsc intense rage english willow cricket bat -sh,,,No,
1397,dsc intense passion english willow cricket bat -sh,,,,,32157.0,33849.0,dsc intense passion english willow cricket bat -sh,,,No,
1398,dsc krunch 1.0 english willow cricket bat -sh,,,,,38655.0,42949.0,dsc krunch 1.0 english willow cricket bat -sh,,,No,
1399,dsc krunch 3.0 english willow cricket bat -sh,,,,,20610.0,22899.0,dsc krunch 3.0 english willow cricket bat -sh,,,No,
1400,dsc krunch 7.0 english willow cricket bat - sh,,,,,13455.0,14949.0,dsc krunch 7.0 english willow cricket bat - sh,,,No,
1401,dsc krunch 2.0 english willow cricket bat -sh,,,,,26955.0,29949.0,dsc krunch 2.0 english willow cricket bat -sh,,,No,
1402,dsc krunch pro english willow cricket bat -sh,,,,,62280.0,69199.0,dsc krunch pro english willow cricket bat -sh,,,No,
1403,dsc krunch 9.0 english willow cricket bat -sh,,,,,10800.0,11999.0,dsc krunch 9.0 english willow cricket bat -sh,,,No,
1404,dsc spliit 5 english willow cricket bat -sh,,,,,6609.0,8299.0,dsc spliit 5 english willow cricket bat -sh,,,No,
1405,dsc spliit 65 english willow cricket bat -sh,,,,,7740.0,8599.0,dsc spliit 65 english willow cricket bat -sh,,,No,
1406,dsc spliit 100 english willow cricket bat -sh,,,,,9418.0,10899.0,dsc spliit 100 english willow cricket bat -sh,,,No,
1407,dsc spliit 111 english willow cricket bat -sh,,,,,10800.0,11999.0,dsc spliit 111 english willow cricket bat -sh,,,No,
1408,dsc spliit 200 english willow cricket bat -sh,,,,,12060.0,13399.0,dsc spliit 200 english willow cricket bat -sh,,,No,
1409,dsc spliit 300 english willow cricket bat -sh,,,,,17100.0,18999.0,dsc spliit 300 english willow cricket bat -sh,,,No,
1410,dsc spliit 222 english willow cricket bat -sh,,,,,14220.0,15799.0,dsc spliit 222 english willow cricket bat -sh,,,No,
1411,dsc spliit 330 english willow cricket bat -sh,,,,,19737.0,21929.0,dsc spliit 330 english willow cricket bat -sh,,,No,
1412,dsc spliit 350 english willow cricket bat -sh,,,,,22437.0,24929.0,dsc spliit 350 english willow cricket bat -sh,,,No,
1413,dsc spliit 400 english willow cricket bat -sh,,,,,24250.0,28475.0,dsc spliit 400 english willow cricket bat -sh,,,No,
1414,dsc spliit 450 english willow cricket bat -sh,,,,,30578.0,33975.0,dsc spliit 450 english willow cricket bat -sh,,,No,
1415,dsc david miller players edition english willow cricket bat -sh,,,,,80010.0,88899.0,dsc david miller players edition english willow cricket bat -sh,,,No,
1416,dsc spliit 500 english willow cricket bat -sh,,,,,37418.0,41575.0,dsc spliit 500 english willow cricket bat -sh,,,No,
